"app_group_art_value","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"3663","Interview","Not Allowed","902","2782","54","1708","1020"
"3663","Appeal","Partially Allowed","3","2782","54","1708","1020"
"3663","RCE","Not Allowed","1018","2782","54","1708","1020"
"3663","Appeal","Not Allowed","33","2782","54","1708","1020"
"3663","Appeal","Allowed","18","2782","54","1708","1020"
"3663","Application Filed","Not Allowed","181","2782","54","1708","1020"
"3663","RCE","Allowed","2","2782","54","1708","1020"
"3663","Interview","Allowed","806","2782","54","1708","1020"
"3664","Interview","Allowed","837","3195","45","1816","1334"
"3664","Appeal","Partially Allowed","1","3195","45","1816","1334"
"3664","Appeal","Not Allowed","23","3195","45","1816","1334"
"3664","Interview","Not Allowed","979","3195","45","1816","1334"
"3664","Appeal","Allowed","21","3195","45","1816","1334"
"3664","Application Filed","Not Allowed","224","3195","45","1816","1334"
"3664","RCE","Not Allowed","1330","3195","45","1816","1334"
"3664","RCE","Allowed","4","3195","45","1816","1334"
"3664","Application Filed","Allowed","647","3195","45","1816","1334"
"3665","Appeal","Not Allowed","25","1948","61","1077","810"
"3665","Application Filed","Not Allowed","142","1948","61","1077","810"
"3665","RCE","Allowed","2","1948","61","1077","810"
"3665","Appeal","Partially Allowed","2","1948","61","1077","810"
"3665","RCE","Not Allowed","808","1948","61","1077","810"
"3665","Interview","Allowed","407","1948","61","1077","810"
"3665","Application Filed","Allowed","329","1948","61","1077","810"
"3665","Appeal","Allowed","34","1948","61","1077","810"
"3665","Interview","Not Allowed","670","1948","61","1077","810"
"3666","Interview","Not Allowed","321","1081","8","732","341"
"3666","Application Filed","Allowed","183","1081","8","732","341"
"3666","RCE","Not Allowed","341","1081","8","732","341"
"3666","Interview","Allowed","411","1081","8","732","341"
"3666","Appeal","Allowed","5","1081","8","732","341"
"3666","Application Filed","Not Allowed","113","1081","8","732","341"
"3666","Appeal","Not Allowed","3","1081","8","732","341"
"3667","Application Filed","Not Allowed","142","2268","23","1494","751"
"3667","Interview","Allowed","786","2268","23","1494","751"
"3667","Application Filed","Allowed","173","2268","23","1494","751"
"3667","Appeal","Not Allowed","17","2268","23","1494","751"
"3667","RCE","Not Allowed","751","2268","23","1494","751"
"3667","Interview","Not Allowed","708","2268","23","1494","751"
"3667","Appeal","Allowed","6","2268","23","1494","751"
"3668","Interview","Not Allowed","877","2318","44","1485","789"
"3668","RCE","Not Allowed","788","2318","44","1485","789"
"3668","Appeal","Partially Allowed","2","2318","44","1485","789"
"3668","Appeal","Allowed","23","2318","44","1485","789"
"3668","Application Filed","Not Allowed","163","2318","44","1485","789"
"3668","RCE","Allowed","1","2318","44","1485","789"
"3668","Appeal","Not Allowed","19","2318","44","1485","789"
"3668","Interview","Allowed","608","2318","44","1485","789"
"3668","Application Filed","Allowed","178","2318","44","1485","789"
"3669","Application Filed","Not Allowed","151","2109","39","1341","729"
"3669","RCE","Allowed","1","2109","39","1341","729"
"3669","RCE","Not Allowed","728","2109","39","1341","729"
"3669","Interview","Allowed","511","2109","39","1341","729"
"3669","Appeal","Allowed","22","2109","39","1341","729"
"3669","Appeal","Not Allowed","16","2109","39","1341","729"
"3669","Appeal","Partially Allowed","1","2109","39","1341","729"
"3669","Interview","Not Allowed","830","2109","39","1341","729"
"3669","Application Filed","Allowed","188","2109","39","1341","729"
"3671","Appeal","Not Allowed","22","1224","33","607","584"
"3671","Interview","Allowed","386","1224","33","607","584"
"3671","Application Filed","Not Allowed","263","1224","33","607","584"
"3671","RCE","Allowed","2","1224","33","607","584"
"3671","RCE","Not Allowed","582","1224","33","607","584"
"3671","Appeal","Allowed","11","1224","33","607","584"
"3671","Interview","Not Allowed","221","1224","33","607","584"
"3671","Application Filed","Allowed","434","1224","33","607","584"
"3672","RCE","Not Allowed","636","1944","31","1275","638"
"3672","Appeal","Allowed","9","1944","31","1275","638"
"3672","Appeal","Not Allowed","21","1944","31","1275","638"
"3672","RCE","Allowed","2","1944","31","1275","638"
"3672","Interview","Allowed","836","1944","31","1275","638"
"3672","Application Filed","Not Allowed","180","1944","31","1275","638"
"3672","Appeal","Partially Allowed","1","1944","31","1275","638"
"3672","Application Filed","Allowed","110","1944","31","1275","638"
"3672","Interview","Not Allowed","439","1944","31","1275","638"
"3673","Appeal","Allowed","7","1378","28","891","459"
"3673","RCE","Not Allowed","459","1378","28","891","459"
"3673","Interview","Not Allowed","361","1378","28","891","459"
"3673","Application Filed","Not Allowed","318","1378","28","891","459"
"3673","Interview","Allowed","530","1378","28","891","459"
"3673","Appeal","Not Allowed","21","1378","28","891","459"
"3673","Application Filed","Allowed","136","1378","28","891","459"
"3674","Interview","Not Allowed","583","2378","30","1577","771"
"3674","RCE","Allowed","2","2378","30","1577","771"
"3674","Appeal","Allowed","10","2378","30","1577","771"
"3674","Appeal","Not Allowed","17","2378","30","1577","771"
"3674","Application Filed","Allowed","174","2378","30","1577","771"
"3674","RCE","Not Allowed","769","2378","30","1577","771"
"3674","Interview","Allowed","994","2378","30","1577","771"
"3674","Application Filed","Not Allowed","184","2378","30","1577","771"
"3674","Appeal","Partially Allowed","3","2378","30","1577","771"
"3675","Appeal","Partially Allowed","1","1642","42","991","609"
"3675","Appeal","Not Allowed","19","1642","42","991","609"
"3675","Interview","Not Allowed","361","1642","42","991","609"
"3675","RCE","Not Allowed","609","1642","42","991","609"
"3675","Application Filed","Allowed","231","1642","42","991","609"
"3675","Appeal","Allowed","22","1642","42","991","609"
"3675","Interview","Allowed","630","1642","42","991","609"
"3675","Application Filed","Not Allowed","336","1642","42","991","609"
"3676","Appeal","Allowed","2","1470","15","948","507"
"3676","RCE","Not Allowed","506","1470","15","948","507"
"3676","RCE","Allowed","1","1470","15","948","507"
"3676","Appeal","Partially Allowed","1","1470","15","948","507"
"3676","Interview","Allowed","520","1470","15","948","507"
"3676","Appeal","Not Allowed","12","1470","15","948","507"
"3676","Interview","Not Allowed","428","1470","15","948","507"
"3676","Application Filed","Not Allowed","137","1470","15","948","507"
"3676","Application Filed","Allowed","202","1470","15","948","507"
"3677","Application Filed","Allowed","486","1803","20","1201","582"
"3677","Appeal","Allowed","5","1803","20","1201","582"
"3677","Interview","Allowed","733","1803","20","1201","582"
"3677","Application Filed","Not Allowed","356","1803","20","1201","582"
"3677","Interview","Not Allowed","468","1803","20","1201","582"
"3677","RCE","Not Allowed","582","1803","20","1201","582"
"3677","Appeal","Not Allowed","15","1803","20","1201","582"
"3678","Appeal","Not Allowed","22","1310","29","776","505"
"3678","Application Filed","Allowed","285","1310","29","776","505"
"3678","Application Filed","Not Allowed","258","1310","29","776","505"
"3678","RCE","Allowed","1","1310","29","776","505"
"3678","RCE","Not Allowed","504","1310","29","776","505"
"3678","Appeal","Allowed","7","1310","29","776","505"
"3678","Interview","Allowed","527","1310","29","776","505"
"3678","Interview","Not Allowed","249","1310","29","776","505"
"3679","Application Filed","Allowed","168","1456","34","782","640"
"3679","Appeal","Allowed","9","1456","34","782","640"
"3679","Interview","Allowed","434","1456","34","782","640"
"3679","RCE","Not Allowed","640","1456","34","782","640"
"3679","Interview","Not Allowed","348","1456","34","782","640"
"3679","Appeal","Not Allowed","24","1456","34","782","640"
"3679","Application Filed","Not Allowed","252","1456","34","782","640"
"3679","Appeal","Partially Allowed","1","1456","34","782","640"
"3681","Appeal","Allowed","4","1278","14","780","484"
"3681","Application Filed","Allowed","29","1278","14","780","484"
"3681","RCE","Not Allowed","484","1278","14","780","484"
"3681","Interview","Allowed","210","1278","14","780","484"
"3681","Interview","Not Allowed","570","1278","14","780","484"
"3681","Application Filed","Not Allowed","128","1278","14","780","484"
"3681","Appeal","Not Allowed","10","1278","14","780","484"
"3682","RCE","Not Allowed","399","1372","13","960","399"
"3682","Application Filed","Allowed","57","1372","13","960","399"
"3682","Application Filed","Not Allowed","112","1372","13","960","399"
"3682","Interview","Not Allowed","521","1372","13","960","399"
"3682","Appeal","Allowed","2","1372","13","960","399"
"3682","Interview","Allowed","439","1372","13","960","399"
"3682","Appeal","Not Allowed","11","1372","13","960","399"
"3683","Application Filed","Not Allowed","226","2581","49","1505","1027"
"3683","RCE","Not Allowed","1027","2581","49","1505","1027"
"3683","Interview","Allowed","375","2581","49","1505","1027"
"3683","Appeal","Not Allowed","45","2581","49","1505","1027"
"3683","Appeal","Allowed","4","2581","49","1505","1027"
"3683","Application Filed","Allowed","69","2581","49","1505","1027"
"3683","Interview","Not Allowed","1130","2581","49","1505","1027"
"3684","Appeal","Allowed","3","1433","11","933","489"
"3684","Interview","Allowed","334","1433","11","933","489"
"3684","Appeal","Not Allowed","8","1433","11","933","489"
"3684","Application Filed","Not Allowed","116","1433","11","933","489"
"3684","Application Filed","Allowed","43","1433","11","933","489"
"3684","Interview","Not Allowed","599","1433","11","933","489"
"3684","RCE","Not Allowed","489","1433","11","933","489"
"3685","Appeal","Not Allowed","48","3839","65","2461","1313"
"3685","Application Filed","Allowed","76","3839","65","2461","1313"
"3685","Appeal","Allowed","17","3839","65","2461","1313"
"3685","Interview","Not Allowed","1848","3839","65","2461","1313"
"3685","RCE","Not Allowed","1313","3839","65","2461","1313"
"3685","Application Filed","Not Allowed","208","3839","65","2461","1313"
"3685","Interview","Allowed","613","3839","65","2461","1313"
"3686","Application Filed","Allowed","86","2265","42","1250","973"
"3686","RCE","Not Allowed","971","2265","42","1250","973"
"3686","Application Filed","Not Allowed","208","2265","42","1250","973"
"3686","Appeal","Allowed","13","2265","42","1250","973"
"3686","Interview","Not Allowed","925","2265","42","1250","973"
"3686","RCE","Allowed","2","2265","42","1250","973"
"3686","Appeal","Not Allowed","29","2265","42","1250","973"
"3686","Interview","Allowed","325","2265","42","1250","973"
"3687","RCE","Allowed","1","2289","59","1332","898"
"3687","RCE","Not Allowed","897","2289","59","1332","898"
"3687","Application Filed","Not Allowed","278","2289","59","1332","898"
"3687","Interview","Allowed","446","2289","59","1332","898"
"3687","Interview","Not Allowed","886","2289","59","1332","898"
"3687","Appeal","Allowed","14","2289","59","1332","898"
"3687","Appeal","Not Allowed","45","2289","59","1332","898"
"3687","Application Filed","Allowed","125","2289","59","1332","898"
"3688","Interview","Not Allowed","655","1457","35","844","578"
"3688","RCE","Allowed","2","1457","35","844","578"
"3688","Application Filed","Not Allowed","124","1457","35","844","578"
"3688","Appeal","Not Allowed","28","1457","35","844","578"
"3688","Appeal","Allowed","7","1457","35","844","578"
"3688","RCE","Not Allowed","576","1457","35","844","578"
"3688","Interview","Allowed","189","1457","35","844","578"
"3688","Application Filed","Allowed","43","1457","35","844","578"
"3689","Application Filed","Not Allowed","147","984","12","601","371"
"3689","Interview","Not Allowed","509","984","12","601","371"
"3689","RCE","Not Allowed","371","984","12","601","371"
"3689","Appeal","Not Allowed","8","984","12","601","371"
"3689","Interview","Allowed","92","984","12","601","371"
"3689","Appeal","Allowed","4","984","12","601","371"
"3689","Application Filed","Allowed","8","984","12","601","371"
"3691","Appeal","Not Allowed","13","1498","20","1032","446"
"3691","RCE","Not Allowed","445","1498","20","1032","446"
"3691","RCE","Allowed","1","1498","20","1032","446"
"3691","Application Filed","Allowed","74","1498","20","1032","446"
"3691","Interview","Not Allowed","632","1498","20","1032","446"
"3691","Interview","Allowed","400","1498","20","1032","446"
"3691","Application Filed","Not Allowed","85","1498","20","1032","446"
"3691","Appeal","Allowed","7","1498","20","1032","446"
"3692","Application Filed","Allowed","26","1573","35","946","592"
"3692","RCE","Not Allowed","592","1573","35","946","592"
"3692","Application Filed","Not Allowed","96","1573","35","946","592"
"3692","Appeal","Not Allowed","34","1573","35","946","592"
"3692","Interview","Not Allowed","786","1573","35","946","592"
"3692","Interview","Allowed","160","1573","35","946","592"
"3692","Appeal","Allowed","1","1573","35","946","592"
"3693","Application Filed","Not Allowed","136","942","18","609","315"
"3693","Interview","Allowed","117","942","18","609","315"
"3693","Interview","Not Allowed","492","942","18","609","315"
"3693","Appeal","Not Allowed","18","942","18","609","315"
"3693","RCE","Not Allowed","315","942","18","609","315"
"3693","Application Filed","Allowed","14","942","18","609","315"
"3694","Interview","Allowed","312","1574","35","965","574"
"3694","Interview","Not Allowed","653","1574","35","965","574"
"3694","Appeal","Allowed","15","1574","35","965","574"
"3694","RCE","Not Allowed","574","1574","35","965","574"
"3694","Application Filed","Allowed","96","1574","35","965","574"
"3694","Application Filed","Not Allowed","106","1574","35","965","574"
"3694","Appeal","Not Allowed","20","1574","35","965","574"
"3695","Application Filed","Allowed","14","1312","19","831","462"
"3695","RCE","Not Allowed","462","1312","19","831","462"
"3695","Interview","Allowed","190","1312","19","831","462"
"3695","Interview","Not Allowed","641","1312","19","831","462"
"3695","Appeal","Not Allowed","13","1312","19","831","462"
"3695","Appeal","Allowed","6","1312","19","831","462"
"3695","Application Filed","Not Allowed","90","1312","19","831","462"
"3696","Interview","Not Allowed","610","1336","17","869","450"
"3696","Interview","Allowed","259","1336","17","869","450"
"3696","Application Filed","Allowed","39","1336","17","869","450"
"3696","Appeal","Not Allowed","9","1336","17","869","450"
"3696","Application Filed","Not Allowed","93","1336","17","869","450"
"3696","RCE","Not Allowed","450","1336","17","869","450"
"3696","Appeal","Allowed","8","1336","17","869","450"
"3697","Application Filed","Not Allowed","97","1485","35","913","537"
"3697","Interview","Allowed","194","1485","35","913","537"
"3697","Interview","Not Allowed","719","1485","35","913","537"
"3697","Appeal","Allowed","10","1485","35","913","537"
"3697","Application Filed","Allowed","20","1485","35","913","537"
"3697","RCE","Not Allowed","537","1485","35","913","537"
"3697","Appeal","Not Allowed","25","1485","35","913","537"
"3698","Interview","Not Allowed","552","1266","28","766","472"
"3698","RCE","Not Allowed","472","1266","28","766","472"
"3698","Appeal","Allowed","7","1266","28","766","472"
"3698","Appeal","Not Allowed","21","1266","28","766","472"
"3698","Interview","Allowed","214","1266","28","766","472"
"3698","Application Filed","Not Allowed","66","1266","28","766","472"
"3698","Application Filed","Allowed","32","1266","28","766","472"
"3699","Application Filed","Not Allowed","12","78","3","55","20"
"3699","RCE","Not Allowed","20","78","3","55","20"
"3699","Interview","Allowed","23","78","3","55","20"
"3699","Application Filed","Allowed","5","78","3","55","20"
"3699","Appeal","Allowed","1","78","3","55","20"
"3699","Interview","Not Allowed","32","78","3","55","20"
"3699","Appeal","Not Allowed","2","78","3","55","20"
"3700","Interview","Not Allowed","6","26",,"18","8"
"3700","Application Filed","Not Allowed","10","26",,"18","8"
"3700","RCE","Not Allowed","8","26",,"18","8"
"3700","Interview","Allowed","12","26",,"18","8"
"3711","Appeal","Allowed","22","3092","105","1834","1153"
"3711","Appeal","Partially Allowed","5","3092","105","1834","1153"
"3711","Interview","Allowed","969","3092","105","1834","1153"
"3711","Appeal","Not Allowed","78","3092","105","1834","1153"
"3711","RCE","Not Allowed","1153","3092","105","1834","1153"
"3711","Application Filed","Not Allowed","628","3092","105","1834","1153"
"3711","Application Filed","Allowed","535","3092","105","1834","1153"
"3711","Interview","Not Allowed","865","3092","105","1834","1153"
"3714","RCE","Not Allowed","1","10",,"9","1"
"3714","Interview","Not Allowed","1","10",,"9","1"
"3714","Application Filed","Not Allowed","5","10",,"9","1"
"3714","Interview","Allowed","8","10",,"9","1"
"3714","Application Filed","Allowed","19","10",,"9","1"
"3715","Appeal","Allowed","21","5876","107","3571","2198"
"3715","Application Filed","Allowed","1009","5876","107","3571","2198"
"3715","RCE","Allowed","7","5876","107","3571","2198"
"3715","Interview","Allowed","1739","5876","107","3571","2198"
"3715","RCE","Not Allowed","2191","5876","107","3571","2198"
"3715","Appeal","Not Allowed","85","5876","107","3571","2198"
"3715","Application Filed","Not Allowed","999","5876","107","3571","2198"
"3715","Appeal","Partially Allowed","1","5876","107","3571","2198"
"3715","Interview","Not Allowed","1832","5876","107","3571","2198"
"3716","Interview","Allowed","4","4",,"4",
"3716","Application Filed","Not Allowed","1","4",,"4",
"3716","Application Filed","Allowed","19","4",,"4",
"3717","Interview","Allowed","10","11",,"10","1"
"3717","RCE","Not Allowed","1","11",,"10","1"
"3717","Application Filed","Allowed","6","11",,"10","1"
"3717","Application Filed","Not Allowed","1","11",,"10","1"
"3721","Application Filed","Not Allowed","1",,,,
"3722","Application Filed","Allowed","117","1357","23","838","496"
"3722","Appeal","Allowed","8","1357","23","838","496"
"3722","RCE","Allowed","1","1357","23","838","496"
"3722","Appeal","Not Allowed","15","1357","23","838","496"
"3722","RCE","Not Allowed","495","1357","23","838","496"
"3722","Application Filed","Not Allowed","135","1357","23","838","496"
"3722","Interview","Not Allowed","381","1357","23","838","496"
"3722","Interview","Allowed","457","1357","23","838","496"
"3723","Appeal","Not Allowed","37","3463","56","2296","1111"
"3723","RCE","Not Allowed","1107","3463","56","2296","1111"
"3723","RCE","Allowed","4","3463","56","2296","1111"
"3723","Interview","Allowed","1473","3463","56","2296","1111"
"3723","Application Filed","Allowed","948","3463","56","2296","1111"
"3723","Interview","Not Allowed","823","3463","56","2296","1111"
"3723","Application Filed","Not Allowed","735","3463","56","2296","1111"
"3723","Appeal","Allowed","19","3463","56","2296","1111"
"3724","Appeal","Partially Allowed","3","2422","56","1444","922"
"3724","Application Filed","Not Allowed","308","2422","56","1444","922"
"3724","Appeal","Allowed","8","2422","56","1444","922"
"3724","RCE","Not Allowed","922","2422","56","1444","922"
"3724","Application Filed","Allowed","218","2422","56","1444","922"
"3724","Interview","Not Allowed","706","2422","56","1444","922"
"3724","Appeal","Not Allowed","45","2422","56","1444","922"
"3724","Interview","Allowed","738","2422","56","1444","922"
"3725","Application Filed","Allowed","122","2098","32","1377","689"
"3725","Interview","Not Allowed","536","2098","32","1377","689"
"3725","Interview","Allowed","841","2098","32","1377","689"
"3725","Application Filed","Not Allowed","277","2098","32","1377","689"
"3725","RCE","Allowed","1","2098","32","1377","689"
"3725","Appeal","Not Allowed","21","2098","32","1377","689"
"3725","Appeal","Allowed","11","2098","32","1377","689"
"3725","RCE","Not Allowed","688","2098","32","1377","689"
"3726","Appeal","Partially Allowed","1","2172","25","1572","575"
"3726","Application Filed","Allowed","307","2172","25","1572","575"
"3726","Interview","Not Allowed","551","2172","25","1572","575"
"3726","Interview","Allowed","1021","2172","25","1572","575"
"3726","Application Filed","Not Allowed","242","2172","25","1572","575"
"3726","Appeal","Not Allowed","16","2172","25","1572","575"
"3726","Appeal","Allowed","8","2172","25","1572","575"
"3726","RCE","Not Allowed","574","2172","25","1572","575"
"3726","RCE","Allowed","1","2172","25","1572","575"
"3728","Application Filed","Not Allowed","1","1",,"1",
"3728","Interview","Allowed","1","1",,"1",
"3728","Application Filed","Allowed","2","1",,"1",
"3729","Appeal","Not Allowed","2","970","4","720","246"
"3729","Appeal","Allowed","2","970","4","720","246"
"3729","Interview","Allowed","528","970","4","720","246"
"3729","Application Filed","Allowed","197","970","4","720","246"
"3729","Application Filed","Not Allowed","120","970","4","720","246"
"3729","Interview","Not Allowed","192","970","4","720","246"
"3729","RCE","Not Allowed","246","970","4","720","246"
"3731","RCE","Allowed","1","3051","67","1633","1351"
"3731","Interview","Not Allowed","767","3051","67","1633","1351"
"3731","Appeal","Not Allowed","35","3051","67","1633","1351"
"3731","Application Filed","Not Allowed","291","3051","67","1633","1351"
"3731","Application Filed","Allowed","513","3051","67","1633","1351"
"3731","Appeal","Allowed","31","3051","67","1633","1351"
"3731","Appeal","Partially Allowed","1","3051","67","1633","1351"
"3731","RCE","Not Allowed","1350","3051","67","1633","1351"
"3731","Interview","Allowed","866","3051","67","1633","1351"
"3732","Application Filed","Not Allowed","1004","4789","83","3061","1645"
"3732","RCE","Not Allowed","1640","4789","83","3061","1645"
"3732","Interview","Allowed","1418","4789","83","3061","1645"
"3732","Application Filed","Allowed","340","4789","83","3061","1645"
"3732","RCE","Allowed","5","4789","83","3061","1645"
"3732","Appeal","Allowed","16","4789","83","3061","1645"
"3732","Interview","Not Allowed","1643","4789","83","3061","1645"
"3732","Appeal","Partially Allowed","5","4789","83","3061","1645"
"3732","Appeal","Not Allowed","62","4789","83","3061","1645"
"3733","RCE","Allowed","2","1134","21","654","459"
"3733","Application Filed","Allowed","108","1134","21","654","459"
"3733","Appeal","Allowed","7","1134","21","654","459"
"3733","Appeal","Not Allowed","14","1134","21","654","459"
"3733","RCE","Not Allowed","457","1134","21","654","459"
"3733","Interview","Not Allowed","360","1134","21","654","459"
"3733","Interview","Allowed","294","1134","21","654","459"
"3733","Application Filed","Not Allowed","354","1134","21","654","459"
"3734","Appeal","Allowed","14","1703","49","978","676"
"3734","Application Filed","Not Allowed","406","1703","49","978","676"
"3734","Interview","Allowed","508","1703","49","978","676"
"3734","RCE","Allowed","2","1703","49","978","676"
"3734","Interview","Not Allowed","470","1703","49","978","676"
"3734","Appeal","Partially Allowed","3","1703","49","978","676"
"3734","Appeal","Not Allowed","32","1703","49","978","676"
"3734","RCE","Not Allowed","674","1703","49","978","676"
"3734","Application Filed","Allowed","354","1703","49","978","676"
"3735","Appeal","Partially Allowed","4","1033","38","537","458"
"3735","Appeal","Not Allowed","24","1033","38","537","458"
"3735","Appeal","Allowed","10","1033","38","537","458"
"3735","RCE","Not Allowed","457","1033","38","537","458"
"3735","Application Filed","Not Allowed","235","1033","38","537","458"
"3735","RCE","Allowed","1","1033","38","537","458"
"3735","Application Filed","Allowed","71","1033","38","537","458"
"3735","Interview","Allowed","220","1033","38","537","458"
"3735","Interview","Not Allowed","317","1033","38","537","458"
"3736","RCE","Not Allowed","620","1756","42","1090","624"
"3736","Appeal","Allowed","7","1756","42","1090","624"
"3736","Interview","Not Allowed","380","1756","42","1090","624"
"3736","Interview","Allowed","710","1756","42","1090","624"
"3736","RCE","Allowed","4","1756","42","1090","624"
"3736","Application Filed","Allowed","301","1756","42","1090","624"
"3736","Application Filed","Not Allowed","463","1756","42","1090","624"
"3736","Appeal","Not Allowed","35","1756","42","1090","624"
"3737","Interview","Allowed","2","2",,"2",
"3738","Application Filed","Allowed","1",,,,
"3739","Interview","Allowed","1","1",,"1",
"3739","Application Filed","Allowed","1","1",,"1",
"3741","Appeal","Allowed","6","2998","33","2140","825"
"3741","Application Filed","Not Allowed","166","2998","33","2140","825"
"3741","Interview","Allowed","1343","2998","33","2140","825"
"3741","RCE","Not Allowed","825","2998","33","2140","825"
"3741","Interview","Not Allowed","797","2998","33","2140","825"
"3741","Appeal","Not Allowed","27","2998","33","2140","825"
"3741","Application Filed","Allowed","98","2998","33","2140","825"
"3742","Interview","Allowed","1","2",,"1","1"
"3742","Application Filed","Allowed","7","2",,"1","1"
"3742","RCE","Not Allowed","1","2",,"1","1"
"3742","Application Filed","Not Allowed","1","2",,"1","1"
"3744","Application Filed","Not Allowed","2","3",,"3",
"3744","Interview","Allowed","3","3",,"3",
"3744","Application Filed","Allowed","5","3",,"3",
"3745","Appeal","Allowed","28","4745","85","3287","1373"
"3745","RCE","Not Allowed","1370","4745","85","3287","1373"
"3745","Appeal","Partially Allowed","5","4745","85","3287","1373"
"3745","Application Filed","Not Allowed","488","4745","85","3287","1373"
"3745","Interview","Allowed","2161","4745","85","3287","1373"
"3745","RCE","Allowed","3","4745","85","3287","1373"
"3745","Appeal","Not Allowed","52","4745","85","3287","1373"
"3745","Application Filed","Allowed","1023","4745","85","3287","1373"
"3745","Interview","Not Allowed","1126","4745","85","3287","1373"
"3746","Interview","Not Allowed","1222","5510","50","3927","1533"
"3746","Application Filed","Allowed","801","5510","50","3927","1533"
"3746","RCE","Not Allowed","1528","5510","50","3927","1533"
"3746","Appeal","Partially Allowed","3","5510","50","3927","1533"
"3746","Appeal","Not Allowed","29","5510","50","3927","1533"
"3746","Appeal","Allowed","18","5510","50","3927","1533"
"3746","Interview","Allowed","2705","5510","50","3927","1533"
"3746","Application Filed","Not Allowed","696","5510","50","3927","1533"
"3746","RCE","Allowed","5","5510","50","3927","1533"
"3747","Application Filed","Allowed","1914","3191","79","2031","1081"
"3747","Interview","Allowed","1255","3191","79","2031","1081"
"3747","Appeal","Allowed","29","3191","79","2031","1081"
"3747","RCE","Allowed","2","3191","79","2031","1081"
"3747","Appeal","Not Allowed","49","3191","79","2031","1081"
"3747","Appeal","Partially Allowed","1","3191","79","2031","1081"
"3747","Application Filed","Not Allowed","431","3191","79","2031","1081"
"3747","RCE","Not Allowed","1079","3191","79","2031","1081"
"3747","Interview","Not Allowed","776","3191","79","2031","1081"
"3748","Interview","Allowed","55","59",,"58","1"
"3748","Interview","Not Allowed","3","59",,"58","1"
"3748","Application Filed","Not Allowed","21","59",,"58","1"
"3748","Application Filed","Allowed","50","59",,"58","1"
"3748","RCE","Not Allowed","1","59",,"58","1"
"3749","Application Filed","Not Allowed","1",,,,
"3752","Interview","Allowed","551","2061","36","1190","835"
"3752","Application Filed","Not Allowed","240","2061","36","1190","835"
"3752","RCE","Allowed","1","2061","36","1190","835"
"3752","RCE","Not Allowed","834","2061","36","1190","835"
"3752","Interview","Not Allowed","639","2061","36","1190","835"
"3752","Appeal","Not Allowed","17","2061","36","1190","835"
"3752","Appeal","Allowed","16","2061","36","1190","835"
"3752","Application Filed","Allowed","78","2061","36","1190","835"
"3752","Appeal","Partially Allowed","3","2061","36","1190","835"
"3753","Application Filed","Not Allowed","637","4109","82","2643","1384"
"3753","Interview","Not Allowed","893","4109","82","2643","1384"
"3753","Appeal","Partially Allowed","2","4109","82","2643","1384"
"3753","Appeal","Not Allowed","53","4109","82","2643","1384"
"3753","RCE","Not Allowed","1380","4109","82","2643","1384"
"3753","Interview","Allowed","1750","4109","82","2643","1384"
"3753","RCE","Allowed","4","4109","82","2643","1384"
"3753","Application Filed","Allowed","945","4109","82","2643","1384"
"3753","Appeal","Allowed","27","4109","82","2643","1384"
"3754","RCE","Not Allowed","847","2412","35","1528","849"
"3754","RCE","Allowed","2","2412","35","1528","849"
"3754","Interview","Allowed","1018","2412","35","1528","849"
"3754","Application Filed","Not Allowed","653","2412","35","1528","849"
"3754","Interview","Not Allowed","510","2412","35","1528","849"
"3754","Appeal","Allowed","9","2412","35","1528","849"
"3754","Appeal","Not Allowed","26","2412","35","1528","849"
"3754","Application Filed","Allowed","901","2412","35","1528","849"
"3761","Appeal","Partially Allowed","3","3986","95","2371","1520"
"3761","RCE","Allowed","7","3986","95","2371","1520"
"3761","Application Filed","Not Allowed","645","3986","95","2371","1520"
"3761","Appeal","Allowed","16","3986","95","2371","1520"
"3761","RCE","Not Allowed","1513","3986","95","2371","1520"
"3761","Appeal","Not Allowed","76","3986","95","2371","1520"
"3761","Application Filed","Allowed","364","3986","95","2371","1520"
"3761","Interview","Not Allowed","1213","3986","95","2371","1520"
"3761","Interview","Allowed","1158","3986","95","2371","1520"
"3762","Appeal","Allowed","17","2788","58","1852","878"
"3762","Appeal","Not Allowed","39","2788","58","1852","878"
"3762","Interview","Not Allowed","796","2788","58","1852","878"
"3762","Interview","Allowed","1056","2788","58","1852","878"
"3762","RCE","Allowed","2","2788","58","1852","878"
"3762","Application Filed","Not Allowed","435","2788","58","1852","878"
"3762","RCE","Not Allowed","876","2788","58","1852","878"
"3762","Appeal","Partially Allowed","2","2788","58","1852","878"
"3762","Application Filed","Allowed","338","2788","58","1852","878"
"3763","Application Filed","Not Allowed","775","6173","102","3720","2351"
"3763","Appeal","Partially Allowed","5","6173","102","3720","2351"
"3763","Appeal","Allowed","32","6173","102","3720","2351"
"3763","RCE","Not Allowed","2346","6173","102","3720","2351"
"3763","Interview","Not Allowed","1921","6173","102","3720","2351"
"3763","Interview","Allowed","1799","6173","102","3720","2351"
"3763","Appeal","Not Allowed","65","6173","102","3720","2351"
"3763","Application Filed","Allowed","868","6173","102","3720","2351"
"3763","RCE","Allowed","5","6173","102","3720","2351"
"3764","Application Filed","Allowed","9","3",,"3",
"3764","Interview","Allowed","3","3",,"3",
"3765","Application Filed","Not Allowed","9","2",,"2",
"3765","Interview","Allowed","2","2",,"2",
