"examiner_name","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"TRAN, DUY ANH","Interview","Not Allowed","18","41","1","22","18"
"TRAN, DZUNG","Interview","Not Allowed","30","157","7","56","94"
"TRAN, DZUNG","Interview","Allowed","26","157","7","56","94"
"TRAN, DZUNG","Appeal","Not Allowed","6","157","7","56","94"
"TRAN, DZUNG","Application Filed","Not Allowed","4","157","7","56","94"
"TRAN, DZUNG","Application Filed","Allowed","18","157","7","56","94"
"TRAN, DZUNG","RCE","Not Allowed","94","157","7","56","94"
"TRAN, DZUNG","Appeal","Allowed","1","157","7","56","94"
"TRAN, DZUNG D","Interview","Allowed","3","10",,"4","6"
"TRAN, DZUNG D","Interview","Not Allowed","1","10",,"4","6"
"TRAN, DZUNG D","Application Filed","Allowed","14","10",,"4","6"
"TRAN, DZUNG D","RCE","Not Allowed","6","10",,"4","6"
"TRAN, DZUNG D","Application Filed","Not Allowed","7","10",,"4","6"
"TRAN, ELLEN C","Interview","Not Allowed","52","159","5","99","55"
"TRAN, ELLEN C","Interview","Allowed","47","159","5","99","55"
"TRAN, ELLEN C","RCE","Not Allowed","55","159","5","99","55"
"TRAN, ELLEN C","Application Filed","Not Allowed","11","159","5","99","55"
"TRAN, ELLEN C","Appeal","Not Allowed","5","159","5","99","55"
"TRAN, ELLEN C","Application Filed","Allowed","7","159","5","99","55"
"TRAN, ERIC","Application Filed","Allowed","2",,,,
"TRAN, HAI","Application Filed","Allowed","1","164","6","103","55"
"TRAN, HAI","RCE","Not Allowed","55","164","6","103","55"
"TRAN, HAI","Application Filed","Not Allowed","10","164","6","103","55"
"TRAN, HAI","Appeal","Allowed","1","164","6","103","55"
"TRAN, HAI","Interview","Not Allowed","79","164","6","103","55"
"TRAN, HAI","Appeal","Not Allowed","5","164","6","103","55"
"TRAN, HAI","Interview","Allowed","24","164","6","103","55"
"TRAN, HAI V","Interview","Not Allowed","17","126","1","90","35"
"TRAN, HAI V","RCE","Not Allowed","35","126","1","90","35"
"TRAN, HAI V","Interview","Allowed","73","126","1","90","35"
"TRAN, HAI V","Application Filed","Not Allowed","14","126","1","90","35"
"TRAN, HAI V","Appeal","Allowed","1","126","1","90","35"
"TRAN, HAI V","Application Filed","Allowed","39","126","1","90","35"
"TRAN, HANH VAN","RCE","Not Allowed","37","187","3","147","37"
"TRAN, HANH VAN","Appeal","Not Allowed","3","187","3","147","37"
"TRAN, HANH VAN","Application Filed","Allowed","27","187","3","147","37"
"TRAN, HANH VAN","Application Filed","Not Allowed","15","187","3","147","37"
"TRAN, HANH VAN","Interview","Allowed","123","187","3","147","37"
"TRAN, HANH VAN","Interview","Not Allowed","24","187","3","147","37"
"TRAN, HENRY N","Interview","Allowed","1","1",,"1",
"TRAN, HOAN H","Interview","Allowed","4","35",,"4","31"
"TRAN, HOAN H","Application Filed","Allowed","198","35",,"4","31"
"TRAN, HOAN H","RCE","Not Allowed","31","35",,"4","31"
"TRAN, HOAN H","Application Filed","Not Allowed","5","35",,"4","31"
"TRAN, HOANG Q","Application Filed","Allowed","21","108","1","62","45"
"TRAN, HOANG Q","Interview","Not Allowed","35","108","1","62","45"
"TRAN, HOANG Q","RCE","Not Allowed","45","108","1","62","45"
"TRAN, HOANG Q","Application Filed","Not Allowed","7","108","1","62","45"
"TRAN, HOANG Q","Appeal","Not Allowed","1","108","1","62","45"
"TRAN, HOANG Q","Interview","Allowed","27","108","1","62","45"
"TRAN, HUAN HUU","Application Filed","Not Allowed","6","29",,"11","18"
"TRAN, HUAN HUU","Interview","Allowed","10","29",,"11","18"
"TRAN, HUAN HUU","Interview","Not Allowed","1","29",,"11","18"
"TRAN, HUAN HUU","Application Filed","Allowed","151","29",,"11","18"
"TRAN, HUAN HUU","RCE","Not Allowed","18","29",,"11","18"
"TRAN, JIMMY H","Interview","Not Allowed","45","121","3","71","47"
"TRAN, JIMMY H","Application Filed","Not Allowed","4","121","3","71","47"
"TRAN, JIMMY H","Application Filed","Allowed","22","121","3","71","47"
"TRAN, JIMMY H","Appeal","Allowed","2","121","3","71","47"
"TRAN, JIMMY H","Interview","Allowed","26","121","3","71","47"
"TRAN, JIMMY H","RCE","Not Allowed","47","121","3","71","47"
"TRAN, JIMMY H","Appeal","Not Allowed","1","121","3","71","47"
"TRAN, KHAI","Application Filed","Not Allowed","5","45",,"16","29"
"TRAN, KHAI","Interview","Not Allowed","1","45",,"16","29"
"TRAN, KHAI","Interview","Allowed","15","45",,"16","29"
"TRAN, KHAI","Application Filed","Allowed","43","45",,"16","29"
"TRAN, KHAI","RCE","Not Allowed","29","45",,"16","29"
"TRAN, KHANH C","RCE","Not Allowed","25","35",,"10","25"
"TRAN, KHANH C","Interview","Not Allowed","3","35",,"10","25"
"TRAN, KHANH C","Application Filed","Allowed","104","35",,"10","25"
"TRAN, KHANH C","Application Filed","Not Allowed","5","35",,"10","25"
"TRAN, KHANH C","Interview","Allowed","7","35",,"10","25"
"TRAN, KHOI H","Application Filed","Not Allowed","6",,,,
"TRAN, KIM THANH THI","Application Filed","Allowed","14","127","2","86","39"
"TRAN, KIM THANH THI","Interview","Not Allowed","45","127","2","86","39"
"TRAN, KIM THANH THI","RCE","Not Allowed","39","127","2","86","39"
"TRAN, KIM THANH THI","Appeal","Not Allowed","1","127","2","86","39"
"TRAN, KIM THANH THI","Appeal","Allowed","1","127","2","86","39"
"TRAN, KIM THANH THI","Application Filed","Not Allowed","5","127","2","86","39"
"TRAN, KIM THANH THI","Interview","Allowed","41","127","2","86","39"
"TRAN, LEN","Application Filed","Not Allowed","7",,,,
"TRAN, LIEN THUY","RCE","Not Allowed","78","140","8","54","78"
"TRAN, LIEN THUY","Interview","Not Allowed","49","140","8","54","78"
"TRAN, LIEN THUY","Appeal","Partially Allowed","2","140","8","54","78"
"TRAN, LIEN THUY","Appeal","Not Allowed","4","140","8","54","78"
"TRAN, LIEN THUY","Application Filed","Not Allowed","19","140","8","54","78"
"TRAN, LIEN THUY","Interview","Allowed","5","140","8","54","78"
"TRAN, LIEN THUY","Appeal","Allowed","2","140","8","54","78"
"TRAN, LOC","RCE","Not Allowed","38","193","2","153","38"
"TRAN, LOC","Appeal","Allowed","2","193","2","153","38"
"TRAN, LOC","Application Filed","Allowed","2","193","2","153","38"
"TRAN, LOC","Interview","Not Allowed","28","193","2","153","38"
"TRAN, LOC","Interview","Allowed","125","193","2","153","38"
"TRAN, LOC","Application Filed","Not Allowed","2","193","2","153","38"
"TRAN, LOI H","Application Filed","Not Allowed","8","162","3","92","67"
"TRAN, LOI H","Appeal","Not Allowed","2","162","3","92","67"
"TRAN, LOI H","Appeal","Allowed","1","162","3","92","67"
"TRAN, LOI H","Interview","Allowed","40","162","3","92","67"
"TRAN, LOI H","Interview","Not Allowed","52","162","3","92","67"
"TRAN, LOI H","Application Filed","Allowed","4","162","3","92","67"
"TRAN, LOI H","RCE","Not Allowed","67","162","3","92","67"
"TRAN, LONG K","Interview","Allowed","73","84",,"76","8"
"TRAN, LONG K","Application Filed","Allowed","29","84",,"76","8"
"TRAN, LONG K","RCE","Not Allowed","8","84",,"76","8"
"TRAN, LONG K","Application Filed","Not Allowed","3","84",,"76","8"
"TRAN, LONG K","Interview","Not Allowed","3","84",,"76","8"
"TRAN, LONG T","Application Filed","Allowed","124","115","7","61","47"
"TRAN, LONG T","Appeal","Allowed","6","115","7","61","47"
"TRAN, LONG T","RCE","Not Allowed","47","115","7","61","47"
"TRAN, LONG T","Application Filed","Not Allowed","17","115","7","61","47"
"TRAN, LONG T","Interview","Allowed","49","115","7","61","47"
"TRAN, LONG T","Appeal","Partially Allowed","1","115","7","61","47"
"TRAN, LONG T","Interview","Not Allowed","12","115","7","61","47"
"TRAN, MAI H","RCE","Not Allowed","1","4",,"3","1"
"TRAN, MAI H","Interview","Allowed","3","4",,"3","1"
"TRAN, MAI THI NGOC","Application Filed","Allowed","1",,,,
"TRAN, MICHAEL THANH","Interview","Not Allowed","12","94",,"49","45"
"TRAN, MICHAEL THANH","Application Filed","Allowed","95","94",,"49","45"
"TRAN, MICHAEL THANH","Interview","Allowed","37","94",,"49","45"
"TRAN, MICHAEL THANH","RCE","Not Allowed","45","94",,"49","45"
"TRAN, MICHAEL THANH","Application Filed","Not Allowed","3","94",,"49","45"
"TRAN, MINH LOAN","RCE","Not Allowed","1","5",,"4","1"
"TRAN, MINH LOAN","Application Filed","Not Allowed","1","5",,"4","1"
"TRAN, MINH LOAN","Application Filed","Allowed","52","5",,"4","1"
"TRAN, MINH LOAN","Interview","Allowed","4","5",,"4","1"
"TRAN, MONG-THUY THI","Application Filed","Allowed","9","162","3","103","56"
"TRAN, MONG-THUY THI","Appeal","Partially Allowed","1","162","3","103","56"
"TRAN, MONG-THUY THI","Interview","Not Allowed","36","162","3","103","56"
"TRAN, MONG-THUY THI","Interview","Allowed","67","162","3","103","56"
"TRAN, MONG-THUY THI","Appeal","Not Allowed","1","162","3","103","56"
"TRAN, MONG-THUY THI","RCE","Not Allowed","56","162","3","103","56"
"TRAN, MONG-THUY THI","Application Filed","Not Allowed","4","162","3","103","56"
"TRAN, MONG-THUY THI","Appeal","Allowed","1","162","3","103","56"
"TRAN, MY CHAU T","Appeal","Allowed","1","84","1","57","26"
"TRAN, MY CHAU T","Application Filed","Allowed","9","84","1","57","26"
"TRAN, MY CHAU T","Application Filed","Not Allowed","21","84","1","57","26"
"TRAN, MY CHAU T","Interview","Allowed","31","84","1","57","26"
"TRAN, MY CHAU T","Interview","Not Allowed","26","84","1","57","26"
"TRAN, MY CHAU T","RCE","Not Allowed","26","84","1","57","26"
"TRAN, NAM T","Application Filed","Not Allowed","3","172","1","105","66"
"TRAN, NAM T","Interview","Not Allowed","67","172","1","105","66"
"TRAN, NAM T","Interview","Allowed","38","172","1","105","66"
"TRAN, NAM T","RCE","Not Allowed","66","172","1","105","66"
"TRAN, NAM T","Application Filed","Allowed","3","172","1","105","66"
"TRAN, NAM T","Appeal","Not Allowed","1","172","1","105","66"
"TRAN, NGUYEN","Appeal","Allowed","4","87","9","34","44"
"TRAN, NGUYEN","Application Filed","Not Allowed","7","87","9","34","44"
"TRAN, NGUYEN","Appeal","Partially Allowed","1","87","9","34","44"
"TRAN, NGUYEN","Appeal","Not Allowed","4","87","9","34","44"
"TRAN, NGUYEN","Interview","Allowed","17","87","9","34","44"
"TRAN, NGUYEN","RCE","Not Allowed","44","87","9","34","44"
"TRAN, NGUYEN","Application Filed","Allowed","46","87","9","34","44"
"TRAN, NGUYEN","Interview","Not Allowed","17","87","9","34","44"
"TRAN, NHAN T","Application Filed","Not Allowed","7","100","2","55","43"
"TRAN, NHAN T","RCE","Not Allowed","42","100","2","55","43"
"TRAN, NHAN T","Appeal","Not Allowed","2","100","2","55","43"
"TRAN, NHAN T","Interview","Not Allowed","15","100","2","55","43"
"TRAN, NHAN T","RCE","Allowed","1","100","2","55","43"
"TRAN, NHAN T","Interview","Allowed","40","100","2","55","43"
"TRAN, NHAN T","Application Filed","Allowed","47","100","2","55","43"
"TRAN, NHU","Application Filed","Not Allowed","2","64",,"24","40"
"TRAN, NHU","RCE","Not Allowed","40","64",,"24","40"
"TRAN, NHU","Interview","Not Allowed","9","64",,"24","40"
"TRAN, NHU","Interview","Allowed","15","64",,"24","40"
"TRAN, PABLO N","Application Filed","Allowed","64","64","3","24","37"
"TRAN, PABLO N","RCE","Not Allowed","36","64","3","24","37"
"TRAN, PABLO N","Application Filed","Not Allowed","4","64","3","24","37"
"TRAN, PABLO N","Interview","Allowed","18","64","3","24","37"
"TRAN, PABLO N","Appeal","Allowed","1","64","3","24","37"
"TRAN, PABLO N","Interview","Not Allowed","6","64","3","24","37"
"TRAN, PABLO N","RCE","Allowed","1","64","3","24","37"
"TRAN, PABLO N","Appeal","Not Allowed","2","64","3","24","37"
"TRAN, PAUL P","Application Filed","Not Allowed","6","73",,"49","24"
"TRAN, PAUL P","Interview","Not Allowed","30","73",,"49","24"
"TRAN, PAUL P","Interview","Allowed","19","73",,"49","24"
"TRAN, PAUL P","RCE","Not Allowed","24","73",,"49","24"
"TRAN, PHILIP B","Application Filed","Allowed","23","12",,"12",
"TRAN, PHILIP B","Interview","Allowed","12","12",,"12",
"TRAN, PHILIP B","Application Filed","Not Allowed","1","12",,"12",
"TRAN, PHUC H","Interview","Allowed","20","91","2","44","45"
"TRAN, PHUC H","RCE","Not Allowed","44","91","2","44","45"
"TRAN, PHUC H","Interview","Not Allowed","24","91","2","44","45"
"TRAN, PHUC H","Application Filed","Not Allowed","3","91","2","44","45"
"TRAN, PHUC H","Appeal","Allowed","2","91","2","44","45"
"TRAN, PHUC H","Application Filed","Allowed","9","91","2","44","45"
"TRAN, PHUC H","RCE","Allowed","1","91","2","44","45"
"TRAN, PHUOC","Application Filed","Allowed","78","60",,"45","15"
"TRAN, PHUOC","RCE","Not Allowed","15","60",,"45","15"
"TRAN, PHUOC","Application Filed","Not Allowed","8","60",,"45","15"
"TRAN, PHUOC","Interview","Not Allowed","10","60",,"45","15"
"TRAN, PHUOC","Interview","Allowed","35","60",,"45","15"
"TRAN, QUOC A","Application Filed","Not Allowed","3","104",,"83","21"
"TRAN, QUOC A","Interview","Allowed","69","104",,"83","21"
"TRAN, QUOC A","Interview","Not Allowed","14","104",,"83","21"
"TRAN, QUOC A","Application Filed","Allowed","10","104",,"83","21"
"TRAN, QUOC A","RCE","Not Allowed","21","104",,"83","21"
"TRAN, QUOC DUC","Interview","Not Allowed","13","75","5","30","40"
"TRAN, QUOC DUC","Interview","Allowed","17","75","5","30","40"
"TRAN, QUOC DUC","RCE","Not Allowed","40","75","5","30","40"
"TRAN, QUOC DUC","Appeal","Allowed","1","75","5","30","40"
"TRAN, QUOC DUC","Application Filed","Allowed","50","75","5","30","40"
"TRAN, QUOC DUC","Appeal","Not Allowed","4","75","5","30","40"
"TRAN, QUOC DUC","Application Filed","Not Allowed","8","75","5","30","40"
"TRAN, SARAH ASHLEY","Appeal","Allowed","1","63","1","25","37"
"TRAN, SARAH ASHLEY","Application Filed","Allowed","4","63","1","25","37"
"TRAN, SARAH ASHLEY","Interview","Not Allowed","21","63","1","25","37"
"TRAN, SARAH ASHLEY","Application Filed","Not Allowed","4","63","1","25","37"
"TRAN, SARAH ASHLEY","RCE","Not Allowed","37","63","1","25","37"
"TRAN, SARAH ASHLEY","Interview","Allowed","4","63","1","25","37"
"TRAN, SUSAN T","Appeal","Not Allowed","2","169","2","111","56"
"TRAN, SUSAN T","Interview","Allowed","79","169","2","111","56"
"TRAN, SUSAN T","Application Filed","Allowed","1","169","2","111","56"
"TRAN, SUSAN T","RCE","Not Allowed","56","169","2","111","56"
"TRAN, SUSAN T","Interview","Not Allowed","32","169","2","111","56"
"TRAN, SUSAN T","Application Filed","Not Allowed","17","169","2","111","56"
"TRAN, TAM T","Interview","Allowed","42","98",,"72","26"
"TRAN, TAM T","RCE","Not Allowed","26","98",,"72","26"
"TRAN, TAM T","Application Filed","Allowed","20","98",,"72","26"
"TRAN, TAM T","Interview","Not Allowed","30","98",,"72","26"
"TRAN, TAM T","Application Filed","Not Allowed","8","98",,"72","26"
"TRAN, TAN H","Interview","Allowed","13","149","1","88","60"
"TRAN, TAN H","Interview","Not Allowed","75","149","1","88","60"
"TRAN, TAN H","Application Filed","Allowed","1","149","1","88","60"
"TRAN, TAN H","Appeal","Not Allowed","1","149","1","88","60"
"TRAN, TAN H","RCE","Not Allowed","60","149","1","88","60"
"TRAN, TAN H","Application Filed","Not Allowed","3","149","1","88","60"
"TRAN, TAN N","Appeal","Allowed","1","137","1","77","59"
"TRAN, TAN N","Application Filed","Not Allowed","3","137","1","77","59"
"TRAN, TAN N","RCE","Not Allowed","59","137","1","77","59"
"TRAN, TAN N","Interview","Allowed","53","137","1","77","59"
"TRAN, TAN N","Interview","Not Allowed","24","137","1","77","59"
"TRAN, TAN N","Application Filed","Allowed","35","137","1","77","59"
"TRAN, THAI H","Application Filed","Allowed","14","83","3","56","24"
"TRAN, THAI H","Application Filed","Not Allowed","7","83","3","56","24"
"TRAN, THAI H","Appeal","Allowed","2","83","3","56","24"
"TRAN, THAI H","Interview","Allowed","37","83","3","56","24"
"TRAN, THAI H","Interview","Not Allowed","19","83","3","56","24"
"TRAN, THAI H","RCE","Not Allowed","24","83","3","56","24"
"TRAN, THAI H","Appeal","Not Allowed","1","83","3","56","24"
"TRAN, THAI Q","Application Filed","Not Allowed","2","2",,"1","1"
"TRAN, THAI Q","RCE","Not Allowed","1","2",,"1","1"
"TRAN, THAI Q","Interview","Not Allowed","1","2",,"1","1"
"TRAN, THANG DUC","Application Filed","Allowed","10","216","4","146","66"
"TRAN, THANG DUC","Interview","Allowed","81","216","4","146","66"
"TRAN, THANG DUC","Application Filed","Not Allowed","15","216","4","146","66"
"TRAN, THANG DUC","RCE","Not Allowed","66","216","4","146","66"
"TRAN, THANG DUC","Interview","Not Allowed","65","216","4","146","66"
"TRAN, THANG DUC","Appeal","Allowed","2","216","4","146","66"
"TRAN, THANG DUC","Appeal","Not Allowed","2","216","4","146","66"
"TRAN, THANG V","RCE","Not Allowed","32","127",,"95","32"
"TRAN, THANG V","Interview","Not Allowed","3","127",,"95","32"
"TRAN, THANG V","Application Filed","Allowed","95","127",,"95","32"
"TRAN, THANG V","Interview","Allowed","92","127",,"95","32"
"TRAN, THANG V","Application Filed","Not Allowed","11","127",,"95","32"
"TRAN, THANH Y","Interview","Not Allowed","9","58",,"33","25"
"TRAN, THANH Y","Application Filed","Not Allowed","3","58",,"33","25"
"TRAN, THANH Y","Application Filed","Allowed","35","58",,"33","25"
"TRAN, THANH Y","RCE","Not Allowed","25","58",,"33","25"
"TRAN, THANH Y","Interview","Allowed","24","58",,"33","25"
"TRAN, THAO","Application Filed","Not Allowed","5","2",,"2",
"TRAN, THAO","Interview","Not Allowed","2","2",,"2",
"TRAN, THAO T","Application Filed","Not Allowed","2",,,,
"TRAN, THIEN F","Application Filed","Allowed","67","26",,"11","15"
"TRAN, THIEN F","RCE","Not Allowed","15","26",,"11","15"
"TRAN, THIEN F","Interview","Allowed","8","26",,"11","15"
"TRAN, THIEN F","Interview","Not Allowed","3","26",,"11","15"
"TRAN, THIEN JASON","Application Filed","Not Allowed","1",,,,
"TRAN, THIEN S","Appeal","Not Allowed","5","132","5","73","54"
"TRAN, THIEN S","Interview","Not Allowed","25","132","5","73","54"
"TRAN, THIEN S","Interview","Allowed","48","132","5","73","54"
"TRAN, THIEN S","RCE","Not Allowed","54","132","5","73","54"
"TRAN, THIEN S","Application Filed","Not Allowed","25","132","5","73","54"
"TRAN, THIENVU V","Interview","Not Allowed","1","8","1","2","5"
"TRAN, THIENVU V","Appeal","Allowed","1","8","1","2","5"
"TRAN, THIENVU V","Application Filed","Not Allowed","3","8","1","2","5"
"TRAN, THIENVU V","Interview","Allowed","1","8","1","2","5"
"TRAN, THIENVU V","RCE","Not Allowed","5","8","1","2","5"
"TRAN, THINH D","Interview","Not Allowed","71","192","3","78","111"
"TRAN, THINH D","Appeal","Allowed","1","192","3","78","111"
"TRAN, THINH D","RCE","Not Allowed","111","192","3","78","111"
"TRAN, THINH D","Interview","Allowed","7","192","3","78","111"
"TRAN, THINH D","Appeal","Not Allowed","2","192","3","78","111"
"TRAN, THINH D","Application Filed","Not Allowed","6","192","3","78","111"
"TRAN, THO Q","Interview","Allowed","31","84","1","60","23"
"TRAN, THO Q","Appeal","Not Allowed","1","84","1","60","23"
"TRAN, THO Q","Interview","Not Allowed","29","84","1","60","23"
"TRAN, THO Q","Application Filed","Not Allowed","5","84","1","60","23"
"TRAN, THO Q","RCE","Not Allowed","23","84","1","60","23"
"TRAN, THUY V","Interview","Not Allowed","18","72",,"55","17"
"TRAN, THUY V","Interview","Allowed","37","72",,"55","17"
"TRAN, THUY V","RCE","Not Allowed","17","72",,"55","17"
"TRAN, THUY V","Application Filed","Allowed","67","72",,"55","17"
"TRAN, THUY V","Application Filed","Not Allowed","5","72",,"55","17"
"TRAN, TIFFANY T","Interview","Allowed","4","44",,"19","25"
"TRAN, TIFFANY T","Application Filed","Not Allowed","6","44",,"19","25"
"TRAN, TIFFANY T","Interview","Not Allowed","15","44",,"19","25"
"TRAN, TIFFANY T","RCE","Not Allowed","25","44",,"19","25"
"TRAN, TONGOC","RCE","Not Allowed","47","101","7","47","47"
"TRAN, TONGOC","Interview","Allowed","22","101","7","47","47"
"TRAN, TONGOC","Application Filed","Allowed","7","101","7","47","47"
"TRAN, TONGOC","Appeal","Allowed","7","101","7","47","47"
"TRAN, TONGOC","Application Filed","Not Allowed","13","101","7","47","47"
"TRAN, TONGOC","Interview","Not Allowed","25","101","7","47","47"
"TRAN, TONY","Interview","Allowed","66","271","10","158","103"
"TRAN, TONY","RCE","Not Allowed","103","271","10","158","103"
"TRAN, TONY","Appeal","Not Allowed","4","271","10","158","103"
"TRAN, TONY","Application Filed","Allowed","4","271","10","158","103"
"TRAN, TONY","Appeal","Allowed","6","271","10","158","103"
"TRAN, TONY","Interview","Not Allowed","92","271","10","158","103"
"TRAN, TONY","Application Filed","Not Allowed","4","271","10","158","103"
"TRAN, TRAN M.","RCE","Not Allowed","80","163","4","79","80"
"TRAN, TRAN M.","Application Filed","Not Allowed","12","163","4","79","80"
"TRAN, TRAN M.","Appeal","Not Allowed","3","163","4","79","80"
"TRAN, TRAN M.","Application Filed","Allowed","8","163","4","79","80"
"TRAN, TRAN M.","Appeal","Allowed","1","163","4","79","80"
"TRAN, TRAN M.","Interview","Allowed","32","163","4","79","80"
"TRAN, TRAN M.","Interview","Not Allowed","47","163","4","79","80"
"TRAN, TRANG Q","Appeal","Not Allowed","1","143","2","69","72"
"TRAN, TRANG Q","Interview","Allowed","17","143","2","69","72"
"TRAN, TRANG Q","Application Filed","Allowed","11","143","2","69","72"
"TRAN, TRANG Q","Appeal","Allowed","1","143","2","69","72"
"TRAN, TRANG Q","RCE","Not Allowed","72","143","2","69","72"
"TRAN, TRANG Q","Application Filed","Not Allowed","2","143","2","69","72"
"TRAN, TRANG Q","Interview","Not Allowed","52","143","2","69","72"
"TRAN, TRANG U","Interview","Allowed","70","156","1","103","52"
"TRAN, TRANG U","Interview","Not Allowed","33","156","1","103","52"
"TRAN, TRANG U","Application Filed","Not Allowed","5","156","1","103","52"
"TRAN, TRANG U","Appeal","Not Allowed","1","156","1","103","52"
"TRAN, TRANG U","RCE","Allowed","1","156","1","103","52"
"TRAN, TRANG U","RCE","Not Allowed","51","156","1","103","52"
"TRAN, TRANG U","Application Filed","Allowed","30","156","1","103","52"
"TRAN, TRI MINH","Appeal","Allowed","1","170","3","140","27"
"TRAN, TRI MINH","RCE","Not Allowed","26","170","3","140","27"
"TRAN, TRI MINH","Application Filed","Not Allowed","6","170","3","140","27"
"TRAN, TRI MINH","Interview","Allowed","99","170","3","140","27"
"TRAN, TRI MINH","Interview","Not Allowed","41","170","3","140","27"
"TRAN, TRI MINH","RCE","Allowed","1","170","3","140","27"
"TRAN, TRI MINH","Appeal","Not Allowed","2","170","3","140","27"
"TRAN, TRI MINH","Application Filed","Allowed","7","170","3","140","27"
"TRAN, TUAN A","RCE","Not Allowed","33","51","3","15","33"
"TRAN, TUAN A","Application Filed","Allowed","87","51","3","15","33"
"TRAN, TUAN A","Interview","Not Allowed","10","51","3","15","33"
"TRAN, TUAN A","Interview","Allowed","5","51","3","15","33"
"TRAN, TUAN A","Appeal","Not Allowed","3","51","3","15","33"
"TRAN, TUAN A","Application Filed","Not Allowed","11","51","3","15","33"
"TRAN, TUYETLIEN T","Application Filed","Not Allowed","3","140","1","91","48"
"TRAN, TUYETLIEN T","Application Filed","Allowed","1","140","1","91","48"
"TRAN, TUYETLIEN T","Interview","Not Allowed","63","140","1","91","48"
"TRAN, TUYETLIEN T","Interview","Allowed","28","140","1","91","48"
"TRAN, TUYETLIEN T","Appeal","Not Allowed","1","140","1","91","48"
"TRAN, TUYETLIEN T","RCE","Not Allowed","48","140","1","91","48"
"TRAN, UYEN M","Interview","Not Allowed","60","119","2","71","46"
"TRAN, UYEN M","Application Filed","Not Allowed","12","119","2","71","46"
"TRAN, UYEN M","Appeal","Not Allowed","2","119","2","71","46"
"TRAN, UYEN M","Interview","Allowed","11","119","2","71","46"
"TRAN, UYEN M","RCE","Not Allowed","46","119","2","71","46"
"TRAN, VI N","Interview","Not Allowed","28","74","1","33","40"
"TRAN, VI N","Application Filed","Not Allowed","5","74","1","33","40"
"TRAN, VI N","Application Filed","Allowed","1","74","1","33","40"
"TRAN, VI N","RCE","Not Allowed","40","74","1","33","40"
"TRAN, VI N","Appeal","Not Allowed","1","74","1","33","40"
"TRAN, VI N","Interview","Allowed","5","74","1","33","40"
"TRAN, VINCENT HUY","Appeal","Not Allowed","1","80","1","44","35"
"TRAN, VINCENT HUY","Application Filed","Not Allowed","8","80","1","44","35"
"TRAN, VINCENT HUY","Interview","Not Allowed","16","80","1","44","35"
"TRAN, VINCENT HUY","Interview","Allowed","28","80","1","44","35"
"TRAN, VINCENT HUY","RCE","Not Allowed","35","80","1","44","35"
"TRAN, VINCENT HUY","Application Filed","Allowed","36","80","1","44","35"
"TRAN, VIVIAN AILINH","Interview","Allowed","12","103","6","48","49"
"TRAN, VIVIAN AILINH","Interview","Not Allowed","36","103","6","48","49"
"TRAN, VIVIAN AILINH","Application Filed","Not Allowed","2","103","6","48","49"
"TRAN, VIVIAN AILINH","Appeal","Not Allowed","6","103","6","48","49"
"TRAN, VIVIAN AILINH","RCE","Not Allowed","49","103","6","48","49"
"TRAN, VIVIAN AILINH","Application Filed","Allowed","1","103","6","48","49"
"TRAN, VU V","RCE","Not Allowed","23","136",,"113","23"
"TRAN, VU V","Application Filed","Allowed","4","136",,"113","23"
"TRAN, VU V","Application Filed","Not Allowed","7","136",,"113","23"
"TRAN, VU V","Interview","Allowed","101","136",,"113","23"
"TRAN, VU V","Interview","Not Allowed","12","136",,"113","23"
"TRAN, ZOE T","Interview","Allowed","23","85","2","51","32"
"TRAN, ZOE T","RCE","Not Allowed","32","85","2","51","32"
"TRAN, ZOE T","Application Filed","Allowed","1","85","2","51","32"
"TRAN, ZOE T","Application Filed","Not Allowed","23","85","2","51","32"
"TRAN, ZOE T","Interview","Not Allowed","28","85","2","51","32"
"TRAN, ZOE T","Appeal","Not Allowed","2","85","2","51","32"
"TRAN-LE, THAO UYEN","RCE","Not Allowed","2","5",,"3","2"
"TRAN-LE, THAO UYEN","Interview","Not Allowed","3","5",,"3","2"
"TRAN-LE, THAO UYEN","Application Filed","Not Allowed","3","5",,"3","2"
"TRANDAI, CINDY HUYEN","Application Filed","Allowed","23","196",,"140","56"
"TRANDAI, CINDY HUYEN","Interview","Allowed","77","196",,"140","56"
"TRANDAI, CINDY HUYEN","RCE","Not Allowed","56","196",,"140","56"
"TRANDAI, CINDY HUYEN","Interview","Not Allowed","63","196",,"140","56"
"TRANDAI, CINDY HUYEN","Application Filed","Not Allowed","7","196",,"140","56"
"TRANT, NIARA G","Application Filed","Not Allowed","3","113","2","53","58"
"TRANT, NIARA G","Interview","Allowed","4","113","2","53","58"
"TRANT, NIARA G","Interview","Not Allowed","49","113","2","53","58"
"TRANT, NIARA G","Appeal","Not Allowed","2","113","2","53","58"
"TRANT, NIARA G","RCE","Not Allowed","58","113","2","53","58"
"TRAORE, FATOUMATA","Interview","Not Allowed","51","152","3","117","32"
"TRAORE, FATOUMATA","RCE","Not Allowed","32","152","3","117","32"
"TRAORE, FATOUMATA","Interview","Allowed","66","152","3","117","32"
"TRAORE, FATOUMATA","Appeal","Not Allowed","3","152","3","117","32"
"TRAORE, FATOUMATA","Application Filed","Allowed","8","152","3","117","32"
"TRAORE, FATOUMATA","Application Filed","Not Allowed","2","152","3","117","32"
